code;name;dose
V08AB10;Iomeprol;Standarddosis: 1 DE P 
V08AB11;Iobitridol;Standarddosis: 1 DE P 
V08AB13;Iosarcol;Standarddosis: 1 DE P 
V08AC02;Iotroxinsäure;Standarddosis: 1 DE P 
V08AC08;Natriumiopodat;Standarddosis: 1 DE O 
V08AD01;Ethylester iodierter Fettsäuren;Standarddosis: 1 DE P 
V08BA01;Bariumsulfat mit Suspensionsmittel;Standarddosis: 1 DE O,P,R,U 
V08CA01;Gadopentetsäure;Standarddosis: 1 DE P 
V08CA02;Gadotersäure;Standarddosis: 1 DE P 
V08CA03;Gadodiamid;Standarddosis: 1 DE P 
V08CA04;Gadoteridol;Standarddosis: 1 DE P 
V08CA05;Mangafodipir;Standarddosis: 1 DE P 
V08CA06;Gadoversetamid;Standarddosis: 1 DE P 
V08CA08;Gadobensäure;Standarddosis: 1 DE P 
V08CA09;Gadobutrol;Standarddosis: 1 DE P 
V08CA10;Gadoxetsäure;Standarddosis: 1 DE P 
V08CA11;Gadofosveset;Standarddosis: 1 DE P 
V08CB01;Ferumoxsil;Standarddosis: 1 DE O,P,R 
V08CB03;Eisenoxid, Nanopartikel;Standarddosis: 1 DE P 
V08DA01;Perflutren, Humanalbumin-Mikrosphären;Standarddosis: 1 DE P 
V08DA02;Galactose-Mikropartikel;Standarddosis: 1 DE P 
V08DA04;Perflutren, Phospholipid-Mikrosphären;Standarddosis: 1 DE P 
V08DA05;Schwefelhexafluorid, Phospholipid-Mikrosphären;Standarddosis: 1 DE P 
V08EA01;Hexaminolevulinat;Standarddosis: 1 DE U 
V09IA09;(99mTc)Technetiumtilmanocept;50 mcg P 
